Index	Kernel	sm__throughput.avg.pct_of_peak_sustained_elapsed	gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed	l1tex__throughput.avg.pct_of_peak_sustained_active	lts__throughput.avg.pct_of_peak_sustained_elapsed	gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed	sm__issue_active.avg.pct_of_peak_sustained_elapsed	sm__inst_executed.avg.pct_of_peak_sustained_elapsed	sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed	sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_fp16.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed	sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed	gpc__cycles_elapsed.max
363	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.28	8.89	5.09	5.06	8.89	2.16	2.12	0.24	2.28	0.71	0.16	0.39	0.0	1.26	0.0	0.0	0.0	4075.0
364	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.26	8.7	6.08	5.03	8.7	2.14	2.1	0.23	2.26	0.7	0.16	0.39	0.0	1.25	0.0	0.0	0.0	4109.0
365	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.31	8.89	6.2	5.12	8.89	2.19	2.15	0.24	2.31	0.72	0.16	0.4	0.0	1.28	0.0	0.0	0.0	4027.0
366	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.32	9.07	5.94	5.16	9.07	2.2	2.16	0.24	2.32	0.72	0.16	0.4	0.0	1.28	0.0	0.0	0.0	4003.0
367	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.07	8.0	5.89	4.58	8.0	1.97	1.93	0.21	2.07	0.64	0.14	0.36	0.0	1.14	0.0	0.0	0.0	4486.0
368	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.3	8.93	6.27	5.11	8.93	2.18	2.14	0.24	2.3	0.71	0.16	0.4	0.0	1.27	0.0	0.0	0.0	4035.0
369	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.46	9.53	6.15	5.48	9.53	2.34	2.29	0.25	2.46	0.76	0.17	0.42	0.0	1.36	0.0	0.0	0.0	3769.0
370	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	3.66	7.59	4.59	4.38	7.59	3.66	3.63	1.37	3.22	0.75	0.14	0.34	0.0	1.37	0.0	0.0	0.0	4691.0
371	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	5.01	7.28	4.34	4.16	7.28	4.32	4.29	2.41	2.93	0.85	0.13	0.33	0.0	1.04	0.0	0.0	0.0	4936.0
372	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	5.14	7.52	4.22	4.3	7.52	4.44	4.41	2.47	3.0	0.87	0.13	0.33	0.0	1.07	0.0	0.0	0.0	4798.0
373	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	5.15	7.55	4.31	4.31	7.55	4.45	4.42	2.48	3.01	0.87	0.13	0.33	0.0	1.07	0.0	0.0	0.0	4785.0
374	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.41	81.31	56.94	47.55	81.31	13.47	13.47	6.15	4.24	2.73	13.69	4.66	0.0	4.37	16.41	16.41	0.0	299798.0
375	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.37	83.5	51.61	44.67	83.5	1.61	1.61	0.29	1.02	1.76	0.59	1.47	0.0	0.0	1.17	1.17	0.0	279985.0
376	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.07	87.64	43.93	43.77	87.64	1.47	1.47	0.23	1.02	1.81	0.45	2.07	0.0	0.0	0.91	0.91	0.0	361840.0
377	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.52	82.02	57.35	47.79	82.02	13.56	13.56	6.2	4.27	2.75	13.79	4.69	0.0	4.41	16.52	16.52	0.0	297723.0
378	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.37	83.3	51.51	44.46	83.3	1.61	1.61	0.29	1.02	1.75	0.58	1.47	0.0	0.0	1.17	1.17	0.0	280503.0
379	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	87.62	44.28	43.94	87.62	1.49	1.48	0.23	1.03	1.83	0.46	2.08	0.0	0.0	0.91	0.91	0.0	360147.0
380	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.34	81.06	56.71	47.36	81.06	13.42	13.41	6.13	4.22	2.72	13.64	4.64	0.0	4.36	16.34	16.34	0.0	301023.0
381	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.36	83.07	51.39	44.45	83.07	1.61	1.6	0.29	1.02	1.75	0.58	1.46	0.0	0.0	1.17	1.17	0.0	281200.0
382	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.07	87.93	43.95	43.74	87.93	1.47	1.47	0.23	1.02	1.81	0.45	2.07	0.0	0.0	0.91	0.91	0.0	361824.0
383	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.33	80.42	56.68	47.11	80.42	13.41	13.4	6.12	4.22	2.72	13.63	4.64	0.0	4.35	16.33	16.33	0.0	301923.0
384	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.4	83.66	52.11	44.81	83.66	1.63	1.63	0.3	1.03	1.77	0.59	1.48	0.0	0.0	1.18	1.18	0.0	278058.0
385	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	88.38	44.29	44.2	88.38	1.49	1.48	0.23	1.03	1.83	0.46	2.08	0.0	0.0	0.91	0.91	0.0	358977.0
386	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.39	81.33	56.91	47.5	81.33	13.46	13.46	6.15	4.24	2.73	13.68	4.66	0.0	4.37	16.39	16.39	0.0	299977.0
387	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.37	83.53	51.63	44.53	83.53	1.61	1.61	0.29	1.03	1.76	0.59	1.47	0.0	0.0	1.17	1.17	0.0	279871.0
388	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	88.5	44.19	44.03	88.5	1.48	1.48	0.23	1.03	1.82	0.46	2.08	0.0	0.0	0.91	0.91	0.0	359766.0
389	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.5	81.91	57.27	47.83	81.91	13.55	13.54	6.19	4.26	2.75	13.77	4.69	0.0	4.4	16.5	16.5	0.0	298124.0
390	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.35	82.78	51.18	44.22	82.78	1.6	1.6	0.29	1.02	1.74	0.58	1.46	0.0	0.0	1.16	1.16	0.0	282350.0
391	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.07	87.72	43.95	43.76	87.72	1.48	1.47	0.23	1.02	1.81	0.45	2.07	0.0	0.0	0.91	0.91	0.0	361498.0
392	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.36	81.02	56.77	47.39	81.02	13.43	13.43	6.13	4.23	2.73	13.65	4.65	0.0	4.36	16.36	16.36	0.0	300742.0
393	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.35	82.53	51.13	44.14	82.53	1.6	1.6	0.29	1.02	1.74	0.58	1.46	0.0	0.0	1.16	1.16	0.0	282643.0
394	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.09	87.97	44.37	44.0	87.97	1.49	1.49	0.23	1.03	1.83	0.46	2.09	0.0	0.0	0.92	0.92	0.0	358719.0
395	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.35	80.99	56.75	47.36	80.99	13.43	13.42	6.13	4.22	2.72	13.64	4.64	0.0	4.36	16.35	16.35	0.0	300850.0
396	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.39	83.91	51.89	44.78	83.91	1.62	1.62	0.29	1.03	1.77	0.59	1.48	0.0	0.0	1.18	1.18	0.0	278451.0
397	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	87.7	44.17	43.77	87.7	1.48	1.48	0.23	1.03	1.82	0.46	2.08	0.0	0.0	0.91	0.91	0.0	360584.0
398	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.2	80.24	56.24	46.95	80.24	13.3	13.3	6.08	4.19	2.7	13.52	4.6	0.0	4.32	16.2	16.2	0.0	303614.0
399	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.38	83.52	51.68	44.66	83.52	1.62	1.61	0.29	1.03	1.76	0.59	1.47	0.0	0.0	1.17	1.17	0.0	279605.0
400	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.06	87.52	43.9	43.72	87.52	1.47	1.47	0.23	1.02	1.81	0.45	2.06	0.0	0.0	0.91	0.91	0.0	362032.0
401	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.48	81.67	57.21	47.78	81.67	13.53	13.53	6.18	4.26	2.75	13.75	4.68	0.0	4.4	16.48	16.48	0.0	298446.0
402	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.37	83.32	51.54	44.53	83.32	1.61	1.61	0.29	1.02	1.75	0.58	1.47	0.0	0.0	1.17	1.17	0.0	280396.0
403	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.07	88.11	44.13	43.96	88.11	1.48	1.48	0.23	1.02	1.82	0.46	2.07	0.0	0.0	0.91	0.91	0.0	360277.0
404	void at::native::unrolled_elementwise_kernel<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast>(int, T1, T2, T3, T4, T5, T6)	22.01	87.48	25.92	34.23	87.48	22.01	22.0	19.44	7.29	5.4	3.28	3.24	0.0	4.32	0.0	0.0	0.0	152250.0
405	void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)	7.14	54.27	25.58	21.76	54.27	7.14	7.03	4.91	5.89	2.09	0.81	2.31	0.0	0.09	0.0	0.0	0.0	86651.0
406	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	0.01	0.19	16.13	0.19	0.19	0.01	0.01	0.0	0.01	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	3102.0
