Index	Kernel	sm__throughput.avg.pct_of_peak_sustained_elapsed	gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed	l1tex__throughput.avg.pct_of_peak_sustained_active	lts__throughput.avg.pct_of_peak_sustained_elapsed	gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed	sm__issue_active.avg.pct_of_peak_sustained_elapsed	sm__inst_executed.avg.pct_of_peak_sustained_elapsed	sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed	sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_fp16.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed	sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed	gpc__cycles_elapsed.max
223	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.33	80.82	56.68	47.37	80.82	13.41	13.41	6.12	4.22	2.72	13.63	4.64	0.0	4.35	16.33	16.33	0.0	301202.0
224	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.37	83.23	51.51	44.47	83.23	1.61	1.61	0.29	1.02	1.75	0.58	1.47	0.0	0.0	1.17	1.17	0.0	280473.0
225	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.07	87.79	43.9	43.77	87.79	1.47	1.47	0.23	1.02	1.81	0.45	2.07	0.0	0.0	0.91	0.91	0.0	361824.0
226	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.35	81.04	56.76	47.37	81.04	13.43	13.42	6.13	4.22	2.73	13.65	4.65	0.0	4.36	16.35	16.35	0.0	300809.0
227	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.37	83.17	51.52	44.3	83.17	1.61	1.61	0.29	1.02	1.75	0.58	1.47	0.0	0.0	1.17	1.17	0.0	280451.0
228	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	88.34	44.32	44.21	88.34	1.49	1.48	0.23	1.03	1.83	0.46	2.08	0.0	0.0	0.91	0.91	0.0	358942.0
229	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.54	81.47	57.4	47.67	81.47	13.58	13.57	6.2	4.27	2.76	13.8	4.7	0.0	4.41	16.54	16.54	0.0	298263.0
230	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.37	83.09	51.45	44.47	83.09	1.61	1.61	0.29	1.02	1.75	0.58	1.46	0.0	0.0	1.17	1.17	0.0	280882.0
231	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.06	87.61	43.9	43.71	87.61	1.47	1.47	0.23	1.02	1.81	0.45	2.06	0.0	0.0	0.91	0.91	0.0	361933.0
232	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.31	80.88	56.6	47.25	80.88	13.39	13.39	6.12	4.21	2.72	13.61	4.63	0.0	4.35	16.31	16.31	0.0	301649.0
233	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.4	83.82	52.2	44.71	83.82	1.63	1.63	0.3	1.04	1.78	0.59	1.49	0.0	0.0	1.18	1.18	0.0	277641.0
234	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.09	88.4	44.34	44.27	88.4	1.49	1.49	0.23	1.03	1.83	0.46	2.09	0.0	0.0	0.91	0.91	0.0	358572.0
235	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.41	81.33	56.95	47.55	81.33	13.47	13.47	6.15	4.24	2.73	13.69	4.66	0.0	4.38	16.41	16.41	0.0	299821.0
236	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.38	83.78	51.8	44.74	83.78	1.62	1.62	0.29	1.03	1.76	0.59	1.47	0.0	0.0	1.18	1.18	0.0	278971.0
237	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	88.04	44.09	43.96	88.04	1.48	1.48	0.23	1.02	1.82	0.45	2.08	0.0	0.0	0.91	0.91	0.0	360694.0
238	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.3	80.9	56.56	47.22	80.9	13.38	13.38	6.11	4.21	2.72	13.62	4.63	0.0	4.35	16.3	16.3	0.0	301925.0
239	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.38	83.97	51.88	44.75	83.97	1.62	1.62	0.29	1.03	1.77	0.59	1.48	0.0	0.0	1.18	1.18	0.0	278644.0
240	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	0.87	15.61	10.01	8.89	15.61	0.87	0.8	0.28	0.76	0.69	0.28	0.69	0.0	0.0	0.0	0.0	0.0	4621.0
241	void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)	1.16	5.66	12.73	5.66	0.01	1.16	1.03	0.49	0.85	0.73	0.49	0.24	0.0	0.0	0.0	0.0	0.0	2631.0
242	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	29.35	63.3	38.53	40.69	63.3	28.93	28.87	13.47	29.35	3.85	1.92	2.89	0.0	15.4	0.0	0.0	0.0	9990.0
243	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	27.84	60.13	36.55	38.64	60.13	27.44	27.38	12.78	27.84	3.65	1.83	2.74	0.0	14.6	0.0	0.0	0.0	10546.0
244	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	27.36	59.23	35.92	37.97	59.23	26.96	26.91	12.56	27.36	3.59	1.79	2.69	0.0	14.35	0.0	0.0	0.0	10721.0
245	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	29.28	63.14	38.44	40.59	63.14	28.86	28.8	13.44	29.28	3.84	1.92	2.88	0.0	15.36	0.0	0.0	0.0	10027.0
246	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	30.01	64.87	39.4	41.63	64.87	29.58	29.52	13.78	30.01	3.94	1.97	2.95	0.0	15.74	0.0	0.0	0.0	9784.0
247	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.38	81.19	56.84	47.46	81.19	13.72	13.72	6.69	4.23	2.73	13.68	4.65	0.0	4.37	16.38	16.38	0.0	300371.0
248	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.37	81.12	56.82	47.42	81.12	13.71	13.71	6.68	4.23	2.73	13.67	4.65	0.0	4.37	16.37	16.37	0.0	300483.0
249	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.43	81.4	57.02	47.57	81.4	13.76	13.76	6.71	4.24	2.74	13.72	4.67	0.0	4.38	16.43	16.43	0.0	299412.0
250	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.25	80.59	56.42	47.1	80.59	13.62	13.61	6.64	4.2	2.71	13.58	4.62	0.0	4.33	16.25	16.25	0.0	302654.0
251	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.39	81.27	56.9	47.52	81.27	13.73	13.73	6.69	4.23	2.73	13.68	4.66	0.0	4.37	16.39	16.39	0.0	300091.0
252	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.38	81.31	56.87	47.51	81.31	13.72	13.72	6.69	4.23	2.73	13.68	4.65	0.0	4.37	16.38	16.38	0.0	300234.0
253	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.38	81.25	56.86	47.47	81.25	13.72	13.72	6.69	4.23	2.73	13.68	4.66	0.0	4.37	16.38	16.38	0.0	300228.0
254	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.43	80.87	57.02	47.37	80.87	13.76	13.76	6.71	4.24	2.74	13.71	4.67	0.0	4.38	16.43	16.43	0.0	300220.0
255	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.58	81.7	57.56	47.78	81.7	13.89	13.89	6.77	4.28	2.76	13.84	4.71	0.0	4.42	16.58	16.58	0.0	297321.0
256	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.46	81.45	57.14	47.65	81.45	13.79	13.79	6.72	4.25	2.74	13.75	4.68	0.0	4.39	16.46	16.46	0.0	298749.0
257	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3.45	2.15	2.98	2.15	0.01	3.45	3.15	3.15	1.49	1.05	0.35	0.35	0.0	0.0	0.0	0.0	0.0	3664.0
258	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.66	5.52	5.16	4.22	5.52	1.61	1.56	0.59	1.22	0.39	0.2	0.29	0.0	0.78	0.0	0.0	0.0	3278.0
259	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.63	5.41	5.16	4.15	5.41	1.58	1.54	0.58	1.2	0.38	0.19	0.29	0.0	0.77	0.0	0.0	0.0	3333.0
260	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.56	5.13	5.1	3.94	5.13	1.51	1.47	0.55	1.15	0.37	0.18	0.28	0.0	0.73	0.0	0.0	0.0	3494.0
261	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.66	5.52	4.7	4.2	5.52	1.61	1.57	0.59	1.22	0.39	0.2	0.29	0.0	0.78	0.0	0.0	0.0	3281.0
262	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.66	5.5	5.14	4.23	5.5	1.62	1.57	0.59	1.22	0.39	0.2	0.29	0.0	0.78	0.0	0.0	0.0	3270.0
263	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.66	5.43	5.13	4.19	5.43	1.61	1.56	0.59	1.22	0.39	0.2	0.29	0.0	0.78	0.0	0.0	0.0	3289.0
264	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.66	5.55	5.03	4.22	5.55	1.61	1.57	0.59	1.22	0.39	0.2	0.29	0.0	0.78	0.0	0.0	0.0	3272.0
265	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.47	4.88	5.11	3.73	4.88	1.43	1.38	0.52	1.08	0.35	0.17	0.26	0.0	0.69	0.0	0.0	0.0	3702.0
266	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.67	5.45	5.13	4.22	5.45	1.62	1.57	0.59	1.23	0.39	0.2	0.29	0.0	0.79	0.0	0.0	0.0	3270.0
267	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.48	4.88	5.12	3.73	4.88	1.43	1.39	0.52	1.09	0.35	0.17	0.26	0.0	0.7	0.0	0.0	0.0	3693.0
268	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.3	3.08	5.58	2.4	3.08	0.3	0.27	0.08	0.27	0.22	0.11	0.16	0.0	0.0	0.0	0.0	0.0	2926.0
269	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)	0.17	0.95	25.97	0.41	0.95	0.17	0.16	0.13	0.08	0.07	0.03	0.05	0.0	0.0	0.0	0.0	0.0	9461.0
270	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.59	6.03	5.67	4.61	6.03	0.59	0.53	0.16	0.53	0.43	0.21	0.32	0.0	0.0	0.0	0.0	0.0	3002.0
271	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.52	5.35	6.24	4.08	5.35	0.52	0.47	0.14	0.47	0.38	0.19	0.28	0.0	0.0	0.0	0.0	0.0	3388.0
272	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.55	5.64	6.23	4.29	5.64	0.55	0.5	0.15	0.5	0.4	0.2	0.3	0.0	0.0	0.0	0.0	0.0	3225.0
273	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.56	5.68	6.22	4.36	5.68	0.56	0.5	0.15	0.5	0.4	0.2	0.3	0.0	0.0	0.0	0.0	0.0	3174.0
274	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.55	5.57	5.95	4.32	5.57	0.55	0.5	0.15	0.5	0.4	0.2	0.3	0.0	0.0	0.0	0.0	0.0	3205.0
275	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.58	5.93	6.24	4.59	5.93	0.58	0.53	0.16	0.53	0.42	0.21	0.32	0.0	0.0	0.0	0.0	0.0	3013.0
276	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.59	5.98	6.24	4.6	5.98	0.59	0.53	0.16	0.53	0.43	0.21	0.32	0.0	0.0	0.0	0.0	0.0	3001.0
277	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.59	6.02	6.23	4.61	6.02	0.59	0.53	0.16	0.53	0.43	0.21	0.32	0.0	0.0	0.0	0.0	0.0	3003.0
278	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.54	5.56	5.65	4.22	5.56	0.54	0.49	0.15	0.49	0.39	0.2	0.29	0.0	0.0	0.0	0.0	0.0	3277.0
279	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.58	6.02	6.29	4.57	6.02	0.58	0.53	0.16	0.53	0.43	0.21	0.32	0.0	0.0	0.0	0.0	0.0	3017.0
280	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.59	6.07	6.24	4.62	6.07	0.59	0.53	0.16	0.53	0.43	0.21	0.32	0.0	0.0	0.0	0.0	0.0	2994.0
281	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.58	6.02	6.25	4.57	6.02	0.58	0.53	0.16	0.53	0.42	0.21	0.32	0.0	0.0	0.0	0.0	0.0	3024.0
282	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.59	6.02	6.24	4.6	6.02	0.59	0.53	0.16	0.53	0.43	0.21	0.32	0.0	0.0	0.0	0.0	0.0	3004.0
283	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.59	6.02	6.23	4.59	6.02	0.59	0.53	0.16	0.53	0.43	0.21	0.32	0.0	0.0	0.0	0.0	0.0	3011.0
284	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.59	6.02	6.23	4.6	6.02	0.59	0.54	0.16	0.54	0.43	0.21	0.32	0.0	0.0	0.0	0.0	0.0	2998.0
285	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.58	5.99	6.23	4.59	5.99	0.58	0.53	0.16	0.53	0.43	0.21	0.32	0.0	0.0	0.0	0.0	0.0	3015.0
286	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.59	5.93	6.25	4.59	5.93	0.59	0.53	0.16	0.53	0.43	0.21	0.32	0.0	0.0	0.0	0.0	0.0	3003.0
287	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.59	6.02	6.27	4.57	6.02	0.59	0.53	0.16	0.53	0.43	0.21	0.32	0.0	0.0	0.0	0.0	0.0	3021.0
288	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.52	5.27	5.82	4.07	5.27	0.52	0.47	0.14	0.47	0.38	0.19	0.28	0.0	0.0	0.0	0.0	0.0	3402.0
289	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	0.5	5.17	6.22	3.95	5.17	0.5	0.46	0.14	0.46	0.37	0.18	0.27	0.0	0.0	0.0	0.0	0.0	3498.0
290	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, void at::native::threshold_kernel_impl<float>(at::TensorIteratorBase &, T1, T1)::[lambda(float, float) (instance 1)]>, at::detail::Array<char *, (int)3>>(int, T2, T3)	0.68	10.26	7.94	5.85	10.26	0.68	0.61	0.45	0.41	0.45	0.18	0.45	0.0	0.0	0.0	0.0	0.0	3528.0
291	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.39	84.28	52.04	44.91	84.28	1.63	1.62	0.3	1.03	1.77	0.59	1.48	0.0	0.0	1.18	1.18	0.0	277676.0
292	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.07	87.89	44.03	43.86	87.89	1.48	1.48	0.23	1.02	1.82	0.45	2.07	0.0	0.0	0.91	0.91	0.0	361078.0
